DECISION_DATE,CASE_STATUS,CLASS_OF_ADMISSION
10/7/11,Denied,H-1B
1/10/12,Denied,H-1B
1/11/12,Denied,H-1B
4/3/12,Denied,H-1B
6/14/12,Denied,H-1B
11/1/11,Denied,H-1B
1/11/12,Denied,H-1B
1/11/12,Denied,H-1B
1/10/12,Denied,H-1B
1/10/12,Denied,H-1B
10/7/11,Denied,H-1B
1/11/12,Denied,H-1B
4/5/12,Certified-Expired,H-1B
1/10/12,Denied,H-1B
4/24/12,Denied,H-1B
12/5/11,Denied,H-1B
11/7/11,Denied,H-1B
7/31/12,Denied,H-1B
3/15/12,Denied,H-1B
1/11/12,Denied,H-1B
1/10/12,Denied,H-1B
10/4/11,Denied,H-1B
1/11/12,Denied,H-1B
1/24/12,Denied,H-1B
1/24/12,Denied,H-1B
1/11/12,Denied,H-1B
10/7/11,Denied,H-1B
1/24/12,Denied,H-1B
1/10/12,Denied,H-1B
11/7/11,Denied,H-1B
11/7/11,Denied,H-1B
12/5/11,Denied,H-1B
6/12/12,Denied,H-1B
12/5/11,Denied,H-1B
4/3/12,Denied,H-1B
1/11/12,Denied,H-1B
12/5/11,Denied,H-1B
1/11/12,Denied,H-1B
12/5/11,Denied,H-1B
3/6/12,Denied,H-1B
11/7/11,Denied,H-1B
3/29/12,Denied,H-1B
8/15/12,Certified-Expired,H-1B
1/10/12,Denied,H-1B
1/11/12,Denied,H-1B
3/9/12,Denied,H-1B
2/24/12,Denied,H-1B
6/22/12,Denied,H-1B
1/9/12,Denied,H-1B
3/9/12,Denied,H-1B
12/15/11,Denied,H-1B
9/24/12,Denied,H-1B
12/15/11,Denied,H-1B
12/28/11,Denied,H-1B
3/5/12,Withdrawn,H-1B
7/20/12,Denied,H-1B
1/6/12,Certified-Expired,H-1B
6/14/12,Denied,H-1B
3/29/12,Denied,H-1B
3/2/12,Denied,H-1B
1/9/12,Denied,H-1B
4/30/12,Denied,H-1B
2/21/12,Denied,H-1B
4/24/12,Denied,H-1B
1/10/12,Denied,H-1B
1/26/12,Certified-Expired,H-1B
1/27/12,Denied,H-1B
12/15/11,Denied,H-1B
3/2/12,Denied,H-1B
3/1/12,Denied,H-1B
12/9/11,Certified-Expired,H-1B
2/1/12,Denied,H-1B
12/20/11,Denied,H-1B
1/24/12,Denied,H-1B
5/11/12,Denied,H-1B
12/29/11,Denied,H-1B
2/21/12,Denied,H-1B
2/1/12,Denied,H-1B
4/24/12,Denied,H-1B
2/22/12,Denied,H-1B
12/29/11,Denied,H-1B
4/19/12,Certified-Expired,H-1B
4/9/12,Denied,H-1B
4/30/12,Certified-Expired,H-1B
11/21/11,Denied,H-1B
2/21/12,Denied,H-1B
4/18/12,Certified-Expired,H-1B
4/18/12,Certified-Expired,H-1B
8/17/12,Certified-Expired,H-1B
4/17/12,Denied,H-1B
12/28/11,Denied,H-1B
2/23/12,Denied,H-1B
2/23/12,Denied,H-1B
5/25/12,Certified-Expired,H-1B
5/8/12,Certified-Expired,H-1B
7/20/12,Denied,H-1B
3/6/12,Denied,H-1B
11/30/11,Denied,H-1B
5/1/12,Denied,H-1B
8/14/12,Denied,H-1B
4/9/12,Denied,H-1B
12/5/11,Certified-Expired,H-1B
2/13/12,Denied,H-1B
7/31/12,Denied,H-1B
1/24/12,Denied,H-1B
4/25/12,Certified-Expired,H-1B
4/18/12,Certified-Expired,H-1B
7/2/12,Denied,H-1B
6/21/12,Certified-Expired,H-1B
4/24/12,Certified-Expired,H-1B
9/13/12,Denied,H-1B
1/9/12,Denied,H-1B
4/3/12,Denied,H-1B
2/23/12,Denied,H-1B
2/1/12,Denied,H-1B
10/4/11,Denied,H-1B
9/24/12,Denied,H-1B
8/28/12,Denied,H-1B
5/1/12,Denied,H-1B
3/20/12,Denied,H-1B
2/23/12,Denied,H-1B
11/30/11,Denied,H-1B
7/20/12,Denied,H-1B
1/23/12,Denied,H-1B
4/11/12,Certified-Expired,H-1B
10/4/11,Denied,H-1B
4/3/12,Denied,H-1B
4/3/12,Denied,H-1B
6/21/12,Denied,H-1B
12/13/11,Denied,H-1B
1/27/12,Denied,H-1B
2/21/12,Denied,H-1B
7/31/12,Denied,H-1B
2/21/12,Denied,H-1B
3/23/12,Denied,H-1B
2/1/12,Denied,H-1B
7/19/12,Denied,H-1B
11/30/11,Denied,H-1B
4/12/12,Certified-Expired,H-1B
7/23/12,Denied,H-1B
9/27/12,Certified-Expired,H-1B
4/24/12,Denied,H-1B
2/7/12,Denied,H-1B
11/7/11,Denied,H-1B
4/12/12,Certified-Expired,H-1B
12/5/11,Denied,H-1B
11/21/11,Denied,H-1B
4/26/12,Certified-Expired,H-1B
10/28/11,Denied,H-1B
3/19/12,Denied,H-1B
4/24/12,Denied,H-1B
6/11/12,Denied,H-1B
11/3/11,Certified-Expired,H-1B
12/16/11,Denied,H-1B
11/7/11,Denied,H-1B
6/22/12,Denied,H-1B
12/20/11,Denied,H-1B
10/3/11,Denied,H-1B
1/24/12,Denied,H-1B
8/23/12,Denied,H-1B
10/24/11,Denied,H-1B
9/25/12,Denied,H-1B
3/23/12,Denied,H-1B
3/27/12,Denied,H-1B
6/29/12,Denied,H-1B
6/29/12,Withdrawn,H-1B
6/29/12,Withdrawn,H-1B
6/29/12,Withdrawn,H-1B
6/29/12,Withdrawn,H-1B
7/20/12,Denied,H-1B
4/19/12,Certified-Expired,H-1B
5/8/12,Denied,H-1B
4/24/12,Denied,H-1B
7/20/12,Denied,H-1B
8/8/12,Denied,H-1B
9/18/12,Denied,H-1B
1/11/12,Denied,H-1B
12/28/11,Denied,H-1B
6/29/12,Withdrawn,H-1B
6/29/12,Withdrawn,H-1B
6/29/12,Withdrawn,H-1B
6/29/12,Withdrawn,H-1B
2/21/12,Denied,H-1B
6/21/12,Denied,H-1B
5/11/12,Certified-Expired,H-1B
4/3/12,Denied,H-1B
4/18/12,Certified-Expired,H-1B
4/3/12,Denied,H-1B
2/13/12,Denied,H-1B
7/31/12,Denied,H-1B
10/4/11,Denied,H-1B
4/9/12,Denied,H-1B
3/6/12,Denied,H-1B
9/25/12,Denied,H-1B
4/3/12,Denied,H-1B
2/21/12,Denied,H-1B
12/29/11,Denied,H-1B
8/10/12,Denied,H-1B
9/6/12,Denied,H-1B
12/28/11,Denied,H-1B
10/14/11,Withdrawn,H-1B
7/25/12,Denied,H-1B
1/9/12,Denied,H-1B
9/27/12,Certified-Expired,H-1B
4/26/12,Certified-Expired,H-1B
7/25/12,Denied,H-1B
4/19/12,Certified-Expired,H-1B
6/18/12,Denied,H-1B
4/9/12,Denied,H-1B
11/29/11,Denied,H-1B
7/2/12,Denied,H-1B
2/7/12,Certified-Expired,H-1B
7/23/12,Denied,H-1B
7/31/12,Denied,H-1B
10/4/11,Denied,H-1B
4/12/12,Certified-Expired,H-1B
5/23/12,Certified-Expired,H-1B
6/14/12,Denied,H-1B
7/19/12,Withdrawn,H-1B
8/8/12,Denied,H-1B
2/28/12,Denied,H-1B
8/9/12,Certified-Expired,H-1B
11/9/11,Denied,H-1B
4/13/12,Certified-Expired,H-1B
10/12/11,Denied,H-1B
12/13/11,Denied,H-1B
8/28/12,Denied,H-1B
10/4/11,Denied,H-1B
7/17/12,Denied,H-1B
4/9/12,Denied,H-1B
5/16/12,Withdrawn,H-1B
6/6/12,Denied,H-1B
12/13/11,Denied,H-1B
12/29/11,Certified-Expired,H-1B
2/16/12,Certified-Expired,H-1B
4/26/12,Certified-Expired,H-1B
10/4/11,Denied,H-1B
7/23/12,Denied,H-1B
8/14/12,Denied,H-1B
7/31/12,Denied,H-1B
7/31/12,Denied,H-1B
5/17/12,Denied,H-1B
6/11/12,Denied,H-1B
8/2/12,Certified-Expired,H-1B
5/17/12,Denied,H-1B
4/12/12,Certified-Expired,H-1B
12/28/11,Denied,H-1B
12/20/11,Denied,H-1B
7/31/12,Denied,H-1B
6/14/12,Denied,H-1B
6/29/12,Withdrawn,H-1B
10/4/11,Denied,H-1B
5/4/12,Certified-Expired,H-1B
8/8/12,Denied,H-1B
9/25/12,Denied,H-1B
5/11/12,Denied,H-1B
6/29/12,Withdrawn,H-1B
8/8/12,Denied,H-1B
3/23/12,Denied,H-1B
10/4/11,Denied,H-1B
6/12/12,Certified-Expired,H-1B
12/15/11,Denied,H-1B
7/17/12,Denied,H-1B
6/14/12,Denied,H-1B
5/15/12,Certified-Expired,H-1B
6/11/12,Denied,H-1B
4/26/12,Certified-Expired,H-1B
10/13/11,Certified-Expired,H-1B
4/9/12,Denied,H-1B
12/13/11,Denied,H-1B
4/27/12,Denied,H-1B
4/27/12,Denied,H-1B
4/27/12,Denied,H-1B
10/28/11,Denied,H-1B
11/1/11,Denied,H-1B
5/8/12,Certified-Expired,H-1B
4/27/12,Denied,H-1B
4/27/12,Denied,H-1B
11/30/11,Denied,H-1B
12/13/11,Denied,H-1B
7/13/12,Certified-Expired,H-1B
4/17/12,Denied,H-1B
11/3/11,Denied,H-1B
7/19/12,Withdrawn,H-1B
1/27/12,Denied,H-1B
4/13/12,Certified-Expired,H-1B
4/3/12,Denied,H-1B
5/17/12,Denied,H-1B
7/20/12,Denied,H-1B
12/13/11,Denied,H-1B
4/12/12,Certified-Expired,H-1B
6/12/12,Denied,H-1B
6/14/12,Denied,H-1B
9/11/12,Denied,H-1B
9/11/12,Denied,H-1B
9/12/12,Denied,H-1B
4/19/12,Certified-Expired,H-1B
4/17/12,Denied,H-1B
9/11/12,Denied,H-1B
9/12/12,Denied,H-1B
8/28/12,Denied,H-1B
10/4/11,Denied,H-1B
4/13/12,Certified-Expired,H-1B
7/10/12,Denied,H-1B
6/11/12,Denied,H-1B
12/9/11,Denied,H-1B
11/15/11,Denied,H-1B
6/29/12,Withdrawn,H-1B
10/4/11,Denied,H-1B
12/28/11,Denied,H-1B
4/11/12,Certified-Expired,H-1B
10/4/11,Denied,H-1B
10/11/11,Denied,H-1B
7/10/12,Denied,H-1B
4/13/12,Denied,H-1B
7/25/12,Denied,H-1B
11/1/11,Denied,H-1B
11/1/11,Denied,H-1B
6/29/12,Withdrawn,H-1B
12/20/11,Denied,H-1B
11/4/11,Certified-Expired,H-1B
7/13/12,Denied,H-1B
2/7/12,Denied,H-1B
2/7/12,Denied,H-1B
6/18/12,Denied,H-1B
11/15/11,Denied,H-1B
6/14/12,Denied,H-1B
7/16/12,Denied,H-1B
3/8/12,Denied,H-1B
4/16/12,Certified-Expired,H-1B
7/31/12,Denied,H-1B
3/1/12,Denied,H-1B
6/15/12,Denied,H-1B
4/12/12,Certified-Expired,H-1B
9/27/12,Certified-Expired,H-1B
6/26/12,Denied,H-1B
4/13/12,Certified-Expired,H-1B
4/12/12,Certified-Expired,H-1B
1/24/12,Denied,H-1B
10/14/11,Denied,H-1B
10/7/11,Denied,H-1B
7/10/12,Denied,H-1B
4/26/12,Certified-Expired,H-1B
4/18/12,Certified-Expired,H-1B
10/27/11,Denied,H-1B
1/24/12,Denied,H-1B
9/27/12,Certified-Expired,H-1B
3/28/12,Denied,H-1B
4/26/12,Certified-Expired,H-1B
10/7/11,Denied,H-1B
4/13/12,Certified-Expired,H-1B
12/22/11,Certified-Expired,H-1B
12/13/11,Denied,H-1B
10/24/11,Denied,H-1B
3/6/12,Denied,H-1B
4/25/12,Certified-Expired,H-1B
4/26/12,Certified-Expired,H-1B
4/13/12,Certified-Expired,H-1B
5/21/12,Certified-Expired,H-1B
3/13/12,Denied,H-1B
4/16/12,Certified-Expired,H-1B
11/3/11,Denied,H-1B
8/29/12,Certified-Expired,H-1B
12/20/11,Denied,H-1B
12/19/11,Certified-Expired,H-1B
5/1/12,Denied,H-1B
2/7/12,Denied,H-1B
6/18/12,Denied,H-1B
10/3/11,Denied,H-1B
11/17/11,Denied,H-1B
6/29/12,Denied,H-1B
10/18/11,Denied,H-1B
3/9/12,Denied,H-1B
1/11/12,Denied,H-1B
1/24/12,Denied,H-1B
11/18/11,Denied,H-1B
10/25/11,Certified-Expired,H-1B
1/12/12,Denied,H-1B
8/2/12,Denied,H-1B
6/14/12,Denied,H-1B
10/4/11,Denied,H-1B
3/28/12,Denied,H-1B
2/7/12,Denied,H-1B
8/10/12,Denied,H-1B
6/18/12,Denied,H-1B
10/17/11,Denied,H-1B
10/3/11,Denied,H-1B
6/15/12,Denied,H-1B
12/20/11,Denied,H-1B
10/4/11,Certified-Expired,H-1B
11/15/11,Denied,H-1B
10/18/11,Denied,H-1B
3/16/12,Denied,H-1B
6/18/12,Denied,H-1B
10/4/11,Denied,H-1B
12/20/11,Denied,H-1B
11/15/11,Denied,H-1B
7/5/12,Denied,H-1B
10/4/11,Denied,H-1B
7/16/12,Certified-Expired,H-1B
5/17/12,Denied,H-1B
6/7/12,Certified-Expired,H-1B
4/26/12,Certified-Expired,H-1B
2/28/12,Denied,H-1B
12/5/11,Denied,H-1B
12/20/11,Denied,H-1B
10/25/11,Certified-Expired,H-1B
4/30/12,Certified-Expired,H-1B
4/18/12,Certified-Expired,H-1B
2/7/12,Denied,H-1B
5/21/12,Certified-Expired,H-1B
12/20/11,Denied,H-1B
8/14/12,Denied,H-1B
4/11/12,Certified-Expired,H-1B
10/7/11,Denied,H-1B
4/13/12,Certified-Expired,H-1B
4/18/12,Certified-Expired,H-1B
4/11/12,Certified-Expired,H-1B
10/3/11,Denied,H-1B
10/4/11,Denied,H-1B
10/4/11,Denied,H-1B
3/28/12,Denied,H-1B
10/4/11,Denied,H-1B
1/24/12,Denied,H-1B
6/18/12,Denied,H-1B
11/15/11,Denied,H-1B
11/18/11,Denied,H-1B
4/13/12,Certified-Expired,H-1B
4/13/12,Certified-Expired,H-1B
10/28/11,Denied,H-1B
10/18/11,Denied,H-1B
6/14/12,Denied,H-1B
4/13/12,Certified-Expired,H-1B
12/5/11,Denied,H-1B
12/6/11,Denied,H-1B
4/26/12,Certified-Expired,H-1B
11/22/11,Denied,H-1B
12/9/11,Denied,H-1B
12/20/11,Denied,H-1B
1/11/12,Denied,H-1B
12/12/11,Denied,H-1B
8/28/12,Denied,H-1B
4/26/12,Certified-Expired,H-1B
5/17/12,Denied,H-1B
8/14/12,Denied,H-1B
6/18/12,Denied,H-1B
4/17/12,Denied,H-1B
1/9/12,Denied,H-1B
11/30/11,Denied,H-1B
8/24/12,Denied,H-1B
12/16/11,Denied,H-1B
10/4/11,Denied,H-1B
12/20/11,Denied,H-1B
4/11/12,Certified-Expired,H-1B
6/15/12,Denied,H-1B
11/28/11,Denied,H-1B
5/21/12,Certified-Expired,H-1B
11/1/11,Denied,H-1B
4/11/12,Certified-Expired,H-1B
3/28/12,Denied,H-1B
3/28/12,Denied,H-1B
11/28/11,Denied,H-1B
4/20/12,Certified-Expired,H-1B
4/20/12,Certified-Expired,H-1B
12/28/11,Denied,H-1B
2/3/12,Denied,H-1B
12/13/11,Denied,H-1B
7/31/12,Denied,H-1B
4/26/12,Certified-Expired,H-1B
2/7/12,Denied,H-1B
12/5/11,Denied,H-1B
3/28/12,Denied,H-1B
4/11/12,Certified-Expired,H-1B
11/17/11,Denied,H-1B
2/7/12,Denied,H-1B
3/8/12,Denied,H-1B
3/28/12,Denied,H-1B
11/22/11,Denied,H-1B
4/18/12,Certified-Expired,H-1B
2/7/12,Denied,H-1B
12/5/11,Denied,H-1B
4/9/12,Denied,H-1B
2/6/12,Denied,H-1B
12/19/11,Denied,H-1B
7/27/12,Denied,H-1B
4/17/12,Certified-Expired,H-1B
7/18/12,Denied,H-1B
4/17/12,Certified-Expired,H-1B
4/20/12,Certified-Expired,H-1B
2/6/12,Denied,H-1B
1/11/12,Denied,H-1B
4/26/12,Certified-Expired,H-1B
4/18/12,Certified-Expired,H-1B
9/17/12,Certified-Expired,H-1B
12/28/11,Denied,H-1B
4/18/12,Certified-Expired,H-1B
4/24/12,Certified-Expired,H-1B
11/1/11,Denied,H-1B
4/20/12,Certified-Expired,H-1B
4/27/12,Certified-Expired,H-1B
4/19/12,Certified-Expired,H-1B
8/28/12,Denied,H-1B
4/26/12,Certified-Expired,H-1B
4/11/12,Certified-Expired,H-1B
12/28/11,Denied,H-1B
4/16/12,Certified-Expired,H-1B
4/24/12,Certified-Expired,H-1B
4/26/12,Certified-Expired,H-1B
4/30/12,Certified-Expired,H-1B
10/21/11,Denied,H-1B
4/30/12,Certified-Expired,H-1B
10/11/11,Denied,H-1B
4/26/12,Certified-Expired,H-1B
5/14/12,Certified-Expired,H-1B
4/27/12,Certified-Expired,H-1B
4/17/12,Certified-Expired,H-1B
4/17/12,Certified-Expired,H-1B
4/18/12,Certified-Expired,H-1B
11/3/11,Denied,H-1B
4/24/12,Certified-Expired,H-1B
11/22/11,Denied,H-1B
4/9/12,Denied,H-1B
12/20/11,Denied,H-1B
10/7/11,Certified-Expired,H-1B
1/9/12,Denied,H-1B
4/24/12,Certified-Expired,H-1B
10/21/11,Denied,H-1B
10/14/11,Denied,H-1B
4/26/12,Certified-Expired,H-1B
10/17/11,Denied,H-1B
4/26/12,Certified-Expired,H-1B
4/26/12,Certified-Expired,H-1B
5/11/12,Certified-Expired,H-1B
11/22/11,Denied,H-1B
4/18/12,Certified-Expired,H-1B
10/25/11,Denied,H-1B
7/24/12,Denied,H-1B
5/2/12,Certified-Expired,H-1B
4/24/12,Certified-Expired,H-1B
4/24/12,Certified-Expired,H-1B
4/30/12,Certified-Expired,H-1B
10/17/11,Denied,H-1B
11/14/11,Denied,H-1B
8/28/12,Denied,H-1B
4/26/12,Certified-Expired,H-1B
4/11/12,Certified-Expired,H-1B
5/11/12,Denied,H-1B
12/2/11,Denied,H-1B
5/17/12,Certified-Expired,H-1B
4/24/12,Certified-Expired,H-1B
4/16/12,Certified-Expired,H-1B
4/23/12,Certified-Expired,H-1B
4/26/12,Certified-Expired,H-1B
4/17/12,Certified-Expired,H-1B
11/28/11,Denied,H-1B
11/22/11,Denied,H-1B
4/19/12,Certified-Expired,H-1B
4/30/12,Certified-Expired,H-1B
4/24/12,Certified-Expired,H-1B
4/24/12,Certified-Expired,H-1B
11/3/11,Denied,H-1B
4/25/12,Certified-Expired,H-1B
4/26/12,Certified-Expired,H-1B
5/21/12,Certified-Expired,H-1B
4/27/12,Certified-Expired,H-1B
4/26/12,Certified-Expired,H-1B
11/28/11,Denied,H-1B
4/26/12,Certified-Expired,H-1B
10/28/11,Denied,H-1B
11/15/11,Denied,H-1B
11/30/11,Denied,H-1B
4/18/12,Certified-Expired,H-1B
4/24/12,Certified-Expired,H-1B
4/16/12,Certified-Expired,H-1B
4/20/12,Certified-Expired,H-1B
4/16/12,Certified-Expired,H-1B
4/18/12,Certified-Expired,H-1B
3/16/12,Denied,H-1B
4/18/12,Certified-Expired,H-1B
3/1/12,Denied,H-1B
3/28/12,Denied,H-1B
4/18/12,Certified-Expired,H-1B
8/8/12,Denied,H-1B
11/29/11,Denied,H-1B
3/28/12,Denied,H-1B
9/17/12,Denied,H-1B
11/3/11,Denied,H-1B
5/2/12,Certified-Expired,H-1B
4/18/12,Certified-Expired,H-1B
10/24/11,Certified-Expired,H-1B
4/24/12,Certified-Expired,H-1B
5/14/12,Certified-Expired,H-1B
2/7/12,Denied,H-1B
11/15/11,Denied,H-1B
11/22/11,Denied,H-1B
11/28/11,Denied,H-1B
11/15/11,Denied,H-1B
12/19/11,Denied,H-1B
2/21/12,Denied,H-1B
10/4/11,Denied,H-1B
4/12/12,Certified-Expired,H-1B
11/22/11,Denied,H-1B
4/18/12,Certified-Expired,H-1B
4/18/12,Certified-Expired,H-1B
4/25/12,Certified-Expired,H-1B
4/23/12,Certified-Expired,H-1B
4/18/12,Certified-Expired,H-1B
10/7/11,Certified-Expired,H-1B
12/13/11,Denied,H-1B
11/9/11,Denied,H-1B
2/7/12,Denied,H-1B
4/16/12,Certified-Expired,H-1B
8/28/12,Denied,H-1B
2/6/12,Denied,H-1B
2/10/12,Denied,H-1B
4/16/12,Certified-Expired,H-1B
5/24/12,Certified-Expired,H-1B
6/11/12,Denied,H-1B
4/20/12,Certified-Expired,H-1B
10/25/11,Denied,H-1B
8/8/12,Denied,H-1B
4/26/12,Certified-Expired,H-1B
2/1/12,Denied,H-1B
11/30/11,Denied,H-1B
5/2/12,Certified-Expired,H-1B
4/26/12,Certified-Expired,H-1B
4/16/12,Certified-Expired,H-1B
2/7/12,Denied,H-1B
12/6/11,Denied,H-1B
10/3/11,Denied,H-1B
10/4/11,Denied,H-1B
4/12/12,Certified-Expired,H-1B
12/5/11,Denied,H-1B
4/26/12,Certified-Expired,H-1B
8/28/12,Denied,H-1B
4/17/12,Certified-Expired,H-1B
11/22/11,Denied,H-1B
7/13/12,Denied,H-1B
7/19/12,Denied,H-1B
11/28/11,Denied,H-1B
2/27/12,Denied,H-1B
7/31/12,Denied,H-1B
2/21/12,Denied,H-1B
4/17/12,Certified-Expired,H-1B
4/17/12,Certified-Expired,H-1B
1/26/12,Denied,H-1B
12/13/11,Denied,H-1B
4/11/12,Certified-Expired,H-1B
7/23/12,Denied,H-1B
2/6/12,Denied,H-1B
2/6/12,Denied,H-1B
4/24/12,Certified-Expired,H-1B
9/14/12,Denied,H-1B
12/6/11,Denied,H-1B
4/11/12,Certified-Expired,H-1B
10/20/11,Certified-Expired,H-1B
10/18/11,Denied,H-1B
4/27/12,Certified-Expired,H-1B
4/13/12,Denied,H-1B
4/18/12,Certified-Expired,H-1B
10/4/11,Denied,H-1B
9/18/12,Denied,H-1B
4/23/12,Denied,H-1B
12/12/11,Denied,H-1B
5/21/12,Certified-Expired,H-1B
12/12/11,Denied,H-1B
12/28/11,Denied,H-1B
12/19/11,Denied,H-1B
1/11/12,Denied,H-1B
12/13/11,Denied,H-1B
2/7/12,Denied,H-1B
3/16/12,Denied,H-1B
4/17/12,Certified-Expired,H-1B
4/27/12,Certified-Expired,H-1B
12/2/11,Denied,H-1B
10/18/11,Denied,H-1B
12/6/11,Denied,H-1B
8/2/12,Denied,H-1B
4/18/12,Certified-Expired,H-1B
4/24/12,Certified-Expired,H-1B
12/6/11,Denied,H-1B
7/2/12,Denied,H-1B
4/18/12,Certified-Expired,H-1B
11/15/11,Denied,H-1B
4/18/12,Certified-Expired,H-1B
10/4/11,Denied,H-1B
12/9/11,Denied,H-1B
10/3/11,Denied,H-1B
12/5/11,Denied,H-1B
7/31/12,Denied,H-1B
12/20/11,Denied,H-1B
2/1/12,Denied,H-1B
4/30/12,Certified-Expired,H-1B
4/30/12,Certified-Expired,H-1B
4/20/12,Certified-Expired,H-1B
10/6/11,Denied,H-1B
4/18/12,Certified-Expired,H-1B
4/18/12,Certified-Expired,H-1B
9/12/12,Denied,H-1B
4/17/12,Certified-Expired,H-1B
12/19/11,Denied,H-1B
11/22/11,Denied,H-1B
4/30/12,Certified-Expired,H-1B
4/30/12,Certified-Expired,H-1B
4/18/12,Certified-Expired,H-1B
4/24/12,Certified-Expired,H-1B
5/21/12,Certified-Expired,H-1B
4/19/12,Certified-Expired,H-1B
12/28/11,Denied,H-1B
4/30/12,Certified-Expired,H-1B
4/30/12,Certified-Expired,H-1B
4/24/12,Certified-Expired,H-1B
11/18/11,Certified-Expired,H-1B
4/17/12,Certified-Expired,H-1B
4/18/12,Certified-Expired,H-1B
5/1/12,Certified-Expired,H-1B
2/6/12,Denied,H-1B
5/21/12,Certified-Expired,H-1B
5/22/12,Certified-Expired,H-1B
4/16/12,Certified-Expired,H-1B
3/6/12,Denied,H-1B
4/30/12,Certified-Expired,H-1B
4/17/12,Certified-Expired,H-1B
11/22/11,Withdrawn,H-1B
4/27/12,Certified-Expired,H-1B
5/14/12,Certified-Expired,H-1B
4/12/12,Certified-Expired,H-1B
10/28/11,Denied,H-1B
12/19/11,Denied,H-1B
5/21/12,Certified-Expired,H-1B
3/6/12,Denied,H-1B
12/19/11,Denied,H-1B
4/30/12,Certified-Expired,H-1B
4/26/12,Certified-Expired,H-1B
4/27/12,Certified-Expired,H-1B
3/19/12,Denied,H-1B
3/19/12,Denied,H-1B
1/10/12,Denied,H-1B
